20 0.550847
70 0.654102
151 0.311400
225 0.398428
286 0.337108
325 0.317094
413 0.385152
476 0.275490
527 0.492240
589 0.221631
601 0.232154
672 0.515932
726 0.304455
814 0.494891
1040 0.881068
1123 0.346618
1202 0.438852
1300 0.268101
1332 0.428907
1382 0.232656
1413 0.229060
1472 0.239603
1502 0.409870
1563 0.206822
1626 0.674425
1680 0.512610
1700 0.243632
1771 0.237374
1797 0.298985
1839 0.481492
2000 0.720264
2046 0.428589
2140 0.407958
2198 0.328208
2440 0.747568
2466 0.339484
2527 0.237887
2612 0.572002
2712 0.401035
2752 0.402421
2822 0.225450
2887 0.640443
2961 0.415128
3002 0.302545
3045 0.265823
3088 0.207144
3162 0.216328
3212 0.465885
3282 0.562475
3329 0.496026
3374 0.212549
3420 0.459716
3477 0.487352
3529 0.532007
3778 0.284988
3861 0.341649
3909 0.309528
3969 0.293015
4099 0.295535
4116 0.222713
4171 0.257392
4190 0.245510
4294 0.370474
4423 0.459389
4539 0.637660
4598 0.620580
4701 0.644280
4760 0.562362
4940 0.400347
4980 0.995432
5079 0.566757
5120 0.237005
5222 0.419180
5322 0.377255
5360 0.372206
5623 0.632009
5676 0.354660
5739 0.235190
5829 0.205601
6416 0.363924
6429 0.409677
6780 0.471202
6859 0.547378
6959 0.534979
7050 0.709874
7160 0.792130
7300 0.361526
7333 0.347954
7437 0.800284
7599 1.101870
7659 0.556444
7958 0.697231
8031 0.574418
8080 0.719900
8246 0.221023
8295 0.515015
8341 0.257609
8361 0.269908
8414 0.345377
8476 0.644832
8549 1.105025
8637 0.764712
8738 0.226537
8786 0.493348
8811 0.242414
8842 0.211060
8909 0.384449
8967 0.358554
9002 0.372805
9053 0.516165
9138 0.499923
9597 0.563436
9729 0.573521
9775 0.773608
9929 0.428502
10005 0.421295
10065 0.919681
10137 0.956560
10500 0.551261
10585 0.316750
10654 0.387126
10735 0.242569
10779 0.654012
10828 0.413662
10861 0.314763
10891 0.324611
10977 0.516974
11050 0.625205
11119 0.522652
11181 0.373997
11258 0.396951
11324 0.349183
11429 0.699751
11642 1.023953
11689 0.320310
11719 0.511499
11799 0.679562
11882 0.476151
11897 0.543978
11999 0.754172
12165 0.452544
12260 0.479856
12312 0.431562
12530 0.782995
12611 0.576770
12660 0.317391
12758 0.673729
12981 0.649678
12999 0.369963
13060 0.406735
13120 0.489130
13200 0.569414
13283 0.281902
13315 0.384239
13424 0.653173
13547 0.594095
13656 0.475956
13711 0.397429
13754 0.446547
13823 0.548595
13901 0.298584
13982 0.522325
14040 0.731656
14121 0.253516
14234 0.227531
14321 0.794789
14383 0.382254
14439 0.501645
14482 0.502166
14613 0.461606
14701 0.454694
14798 0.349573
14889 0.268092
14906 0.405047
14946 0.288110
14987 0.218591
15031 0.234382
15058 0.204283
15118 0.235728
15179 0.999034
15263 0.236963
15331 0.537070
15460 0.507679
15483 0.207375
15560 0.887720
15700 1.169497
15774 0.478152
15864 0.391359
15926 0.446523
15959 0.215332
16012 0.633851
16094 0.349039
16179 1.052518
16314 0.333525
16360 0.626162
16440 0.618754
16476 0.262665
16674 0.786632
16740 0.437527
16823 0.547279
16877 0.295034
16929 0.287937
17012 0.855148
17061 0.229173
17087 0.781591
