20 0.587866
78 0.220313
159 0.444207
275 0.255871
321 0.361224
521 0.312491
536 0.357142
671 0.837549
786 0.445630
846 0.295695
1000 0.209894
1026 0.205073
1070 0.546492
1120 0.402251
1258 0.705517
1401 0.849768
1491 0.469269
1641 1.082980
1694 0.213463
1760 0.423842
2145 0.309995
2747 0.205079
2880 0.958313
2921 0.459516
2998 0.317014
3141 0.505023
3218 0.317927
3259 0.879983
3345 0.438028
3400 0.939551
3494 0.931939
3607 0.513015
3683 0.602753
3738 0.639201
3829 0.384997
3907 0.664186
3959 0.311085
4075 0.544425
4188 0.745480
4281 0.615622
4363 0.285620
4379 0.285106
4485 0.222371
5021 0.285204
5221 0.782305
5285 0.548979
5361 0.249387
5405 0.269440
5448 0.457069
5541 0.455134
5625 0.483541
5699 0.600058
5823 0.328380
5982 0.390144
6025 0.212822
6062 0.209727
6151 0.269528
6170 0.253976
6199 0.320094
6405 0.868718
6485 0.360230
6525 0.373881
6549 0.270858
6630 0.287873
6652 0.350974
6703 0.325931
6771 0.363804
6851 0.370422
6970 0.258419
7020 0.731087
7075 0.311669
7089 0.420357
7141 0.407929
7160 0.309877
7214 0.284119
7278 0.866060
7398 0.609812
7463 0.201367
7500 0.647926
7566 0.573222
7614 0.245802
7637 0.301373
7678 0.282890
7780 0.417710
7853 0.407843
7882 0.265898
7908 0.281306
7955 0.582163
8005 0.245900
8059 0.606129
8107 0.699085
8170 0.443733
8237 0.536951
8278 0.913912
8494 0.461964
8582 0.858138
8671 0.797809
8741 0.655041
8813 0.561249
8893 0.304290
8941 0.292433
8983 0.629103
9067 0.825070
9381 0.272973
9395 0.273527
9461 0.791712
9515 0.388817
9603 0.405179
9652 0.617850
9837 0.429215
9987 0.290374
10210 0.504944
10294 0.671122
10343 0.244267
10473 0.215382
10760 0.672559
10808 0.384269
10907 0.455747
11006 0.354029
11040 0.313013
11085 0.207975
11141 0.497797
11230 0.456126
11299 0.686886
11450 0.631677
11496 0.244387
11517 0.264739
11578 0.472511
11824 0.457313
11877 0.451254
11980 0.338416
12144 0.476309
12211 0.519573
12285 0.745227
12401 0.267015
12420 0.347726
12561 0.284873
12586 0.284943
12680 0.445481
12760 0.397961
12841 0.474035
13050 0.665879
13113 0.293124
13164 0.468928
13220 0.420299
13331 0.432400
13386 0.314047
13460 0.251125
13542 0.419211
13581 0.332931
13709 0.228394
13781 0.495658
13908 0.419798
14009 0.988972
14070 0.792663
14101 0.249675
14214 0.268416
14279 0.769205
14355 0.358974
14502 0.341368
14521 0.273655
14595 0.584702
14783 0.704034
14803 0.274911
14874 0.254825
14905 0.322939
14983 0.362885
15014 0.235209
15053 0.380274
15115 1.104053
15341 0.783294
15423 0.534803
15439 0.357205
15660 0.911790
15738 0.810829
15853 0.639100
15951 0.234325
15987 0.485914
16289 0.561780
16378 0.547831
16761 0.415033
16811 0.326368
16907 0.494307
16973 0.271043
17000 0.473083
17081 1.076726
17143 0.339814
17161 0.405932
17222 0.589225
17334 0.387795
17490 0.272326
17565 0.230334
17597 0.238474
17643 0.235913
17693 0.527288
17758 0.598606
17805 0.307460
17906 0.636033
18028 0.200808
18067 0.697533
