4 -0.327107 -0.208265
27 0.553923 0.122896
54 0.154596 0.127256
119 0.262988 0.103111
145 0.266725 0.026495
187 -0.002507 -0.077106
209 0.295019 0.012282
250 0.414144 0.046333
283 0.092220 -0.035806
315 0.490532 0.080430
339 0.049004 -0.116865
377 0.388354 -0.004980
413 0.471296 0.158307
466 0.274848 -0.161264
510 0.906329 0.236478
557 0.516176 0.089473
598 0.229315 0.017448
657 0.037593 -0.009911
683 0.042134 0.025796
743 0.073865 0.005226
800 0.248327 0.057194
840 0.005733 -0.033024
863 -0.026538 -0.037501
883 -0.009349 -0.021107
913 0.235701 0.065329
951 -0.012911 -0.041121
1001 0.135649 0.002784
1048 0.250503 0.093355
1065 0.135350 0.061669
1102 -0.031958 -0.058203
1128 0.074079 0.004413
1187 0.294076 0.070996
1240 0.060271 -0.003807
1289 0.113611 0.023000
1338 -0.068702 -0.065281
1361 0.213299 0.087170
1377 0.250633 0.117400
1435 0.093381 0.009411
1506 0.061655 0.020809
1531 0.050176 0.018949
1569 0.007454 -0.015618
1606 -0.009340 -0.056188
1652 0.371388 0.140698
1701 -0.010601 -0.095655
1756 0.931471 0.216286
1795 0.487989 -0.064551
1857 0.470808 0.215313
1916 0.023324 -0.032187
1950 0.016289 -0.038201
2000 0.516107 0.144963
2069 0.136048 -0.023412
2099 0.331298 0.013262
2143 0.603746 0.198711
2190 -0.011448 -0.149019
2240 0.885524 0.238703
2289 -0.118926 -0.175872
2333 0.349128 0.076956
2360 0.524489 0.053639
2413 0.005945 -0.028142
2446 0.067546 -0.013173
2498 0.418864 0.015262
2539 0.676710 0.155084
2567 0.078862 -0.009830
2656 0.029599 0.005995
2680 0.043011 0.009218
2709 0.026287 -0.004626
2751 0.054726 0.003096
2797 0.065842 0.001996
2835 0.058322 0.013342
2885 0.074158 0.029990
2961 0.433268 0.073803
3020 1.224783 0.423891
3093 0.069953 -0.043098
3117 0.441212 0.231498
3203 0.491670 0.130016
3228 0.461465 0.062108
3280 0.320838 0.138432
3310 0.029765 -0.053828
3330 0.076378 -0.091272
3374 0.429411 0.148473
3425 0.176907 -0.034703
3468 0.282807 0.109543
3521 0.127722 0.067277
3541 0.357636 0.106671
3601 0.411304 0.098125
3647 0.037061 -0.057913
3671 0.390662 0.069161
3708 0.042478 -0.161451
3759 0.841214 0.266722
3809 0.018042 -0.085860
3852 0.074841 0.019331
3879 0.018862 -0.008665
3961 1.007941 0.288192
4036 0.814281 0.264151
4088 0.008557 -0.053450
4102 0.001325 -0.011194
4149 0.097553 -0.007923
4213 0.924726 0.474233
4283 0.266022 0.007816
4320 0.301595 0.033911
4353 0.344286 -0.039679
4400 0.976566 0.204104
4449 0.444630 0.057262
4466 0.296274 0.207565
4498 -0.024417 -0.119666
4531 0.532720 0.085208
4599 0.486233 0.256790
4676 0.128387 0.004945
4725 0.373660 0.054254
4754 0.158961 0.044889
4781 0.155786 -0.038090
4855 0.350672 0.167184
4938 0.358033 0.203061
4955 0.277187 0.034151
5014 0.568989 0.213197
5061 0.165530 0.008519
5081 0.486809 0.151248
5144 -0.011060 -0.047944
5178 0.083699 -0.076174
5220 0.635443 0.065174
5256 0.650303 0.125943
5282 -0.004712 -0.031295
5320 -0.006269 -0.066609
5371 0.205718 0.051303
5431 0.101717 0.022585
5499 0.911871 0.294865
5561 0.541743 0.039236
5611 0.584190 0.245489
5688 0.519151 0.196565
5720 -0.052660 -0.201029
5759 0.602019 0.203411
5798 -0.078566 -0.133955
5852 0.948123 0.303477
5911 0.084538 -0.052539
5980 0.445255 0.094863
6010 0.312371 -0.025991
6070 0.547603 0.149380
6106 0.152822 -0.054531
6146 0.340496 0.067788
6186 0.199406 -0.137073
6229 0.385023 0.115309
6269 0.463628 -0.034178
6295 0.601104 -0.119876
